date,city,latitude,longitude,brand,model,size,store_type,in_house_price,quantity,is_genuine,store_rating,sku
2024-04-23 22:55:55.007750386,Vellore,12.9165,79.1325,Adidas,Gazelle,8,High Street,6234.14,5,True,3.6,AdGa82607
2023-11-14 13:56:32.269613480,Madurai,9.9252,78.1198,Nike,Zoom,8,High Street,9026.61,6,True,4.6,NiZo82608
2024-11-26 23:00:44.462223108,Coimbatore,11.0168,76.9558,New Balance,574,6,High Street,9480.01,8,True,4.1,Ne5762609
2025-09-22 23:12:58.898944944,Salem,11.6643,78.146,New Balance,327,7,Mall Store,10769.39,3,True,4.4,Ne3272610
2023-12-20 08:27:54.803740187,Tirunelveli,8.7139,77.7567,Nike,Zoom,8,High Street,8275.28,5,True,3.7,NiZo82611
2024-09-17 18:22:48.428421420,Vellore,12.9165,79.1325,Adidas,Superstar,8,Mall Store,6671.44,8,True,3.9,AdSu82612
2025-08-06 13:14:07.662383112,Thoothukudi,8.7642,78.1348,Puma,RS-X,7,Mall Store,7566.61,4,True,4.0,PuRS72613
2023-10-22 22:47:42.503125156,Chennai,13.0827,80.2707,New Balance,574,9,High Street,9511.89,6,False,4.1,Ne5792614
2025-02-24 12:49:25.828291416,Tiruchirappalli,10.7905,78.7047,Adidas,Superstar,9,Mall Store,6850.77,5,True,4.1,AdSu92615
2024-12-06 16:54:57.764888244,Salem,11.6643,78.146,New Balance,990,7,High Street,15107.16,3,True,4.4,Ne9972616
2024-03-24 17:34:03.642182108,Vellore,12.9165,79.1325,Puma,Suede,7,Factory Outlet,7722.69,8,True,4.1,PuSu72617
2024-08-07 15:04:43.514175708,Madurai,9.9252,78.1198,Nike,Zoom,12,High Street,8216.74,3,True,4.2,NiZo122618
2024-09-16 13:28:14.424721236,Erode,11.341,77.7172,Puma,RS-X,9,Mall Store,9149.2,8,True,4.2,PuRS92619
2024-04-17 00:29:01.047052352,Coimbatore,11.0168,76.9558,New Balance,327,10,Factory Outlet,9868.32,5,True,3.6,Ne32102620
2024-08-22 23:01:01.743087152,Coimbatore,11.0168,76.9558,Puma,Cali,7,Mall Store,8500.3,5,False,4.4,PuCa72621
2024-05-01 09:38:41.576078802,Tiruchirappalli,10.7905,78.7047,Nike,Air Force 1,7,Mall Store,9728.48,7,True,3.5,NiAi72622
2024-11-27 21:47:22.162108104,Salem,11.6643,78.146,Nike,Dunk,10,High Street,11915.94,10,True,4.9,NiDu102623
2024-03-03 02:04:25.333266662,Salem,11.6643,78.146,Adidas,UltraBoost,6,Factory Outlet,14391.51,4,True,3.7,AdUl62624
2024-08-22 19:30:46.712335616,Coimbatore,11.0168,76.9558,New Balance,574,6,High Street,7882.84,10,True,4.1,Ne5762625
2024-11-26 16:00:14.400720036,Erode,11.341,77.7172,Puma,Cali,8,Factory Outlet,8735.12,12,True,4.4,PuCa82626
2025-03-17 07:17:33.952697632,Thoothukudi,8.7642,78.1348,Puma,Cali,11,High Street,8083.32,1,True,3.5,PuCa112627
2025-01-11 02:40:42.722136104,Thoothukudi,8.7642,78.1348,Adidas,Superstar,6,High Street,10638.85,0,True,5.0,AdSu62628
2025-08-31 07:11:35.374768736,Thanjavur,10.787,79.1378,Adidas,UltraBoost,6,Factory Outlet,14207.8,4,True,3.8,AdUl62629
2023-12-08 07:22:14.766738337,Coimbatore,11.0168,76.9558,Puma,RS-X,8,Factory Outlet,7282.74,8,True,4.7,PuRS82630
2024-03-25 20:43:30.130506524,Thoothukudi,8.7642,78.1348,New Balance,327,8,Factory Outlet,9624.83,4,True,4.1,Ne3282631
2024-08-03 20:50:46.472323616,Madurai,9.9252,78.1198,Puma,Cali,9,Mall Store,8034.43,5,True,4.9,PuCa92632
2024-07-28 08:54:37.603880192,Madurai,9.9252,78.1198,New Balance,574,7,Factory Outlet,9524.02,7,True,4.7,Ne5772633
2024-01-31 15:47:59.963998200,Salem,11.6643,78.146,Nike,Air Force 1,8,Mall Store,11922.44,6,True,3.6,NiAi82634
2025-02-10 20:18:26.695334768,Thoothukudi,8.7642,78.1348,New Balance,574,11,Mall Store,8843.28,3,True,3.5,Ne57112635
2023-10-22 11:24:23.653182659,Vellore,12.9165,79.1325,Nike,Dunk,10,Factory Outlet,13069.48,6,True,3.8,NiDu102636
2024-04-04 05:52:05.856292814,Thoothukudi,8.7642,78.1348,Adidas,NMD,9,Factory Outlet,13289.96,8,True,4.2,AdNM92637
2025-06-14 21:58:49.076453816,Tirunelveli,8.7139,77.7567,Puma,Suede,10,Mall Store,6704.75,5,True,4.5,PuSu102638
2025-08-08 16:02:45.608280408,Madurai,9.9252,78.1198,New Balance,327,6,Factory Outlet,9802.83,5,True,4.4,Ne3262639
2025-04-21 23:11:15.213760688,Tirunelveli,8.7139,77.7567,Adidas,NMD,8,High Street,12738.66,2,True,3.7,AdNM82640
2024-05-31 13:15:25.426271312,Chennai,13.0827,80.2707,Nike,Air Force 1,9,Mall Store,7885.72,10,False,3.7,NiAi92641
2023-11-20 20:37:18.591929596,Salem,11.6643,78.146,New Balance,574,10,High Street,11384.75,14,True,4.3,Ne57102642
2025-06-15 22:30:34.291714584,Madurai,9.9252,78.1198,Puma,RS-X,9,Mall Store,8068.71,4,True,3.6,PuRS92643
2025-10-07 10:07:46.943347160,Tirunelveli,8.7139,77.7567,New Balance,327,11,Mall Store,11053.0,8,True,4.5,Ne32112644
2024-02-02 11:36:07.848392420,Coimbatore,11.0168,76.9558,New Balance,327,12,High Street,8852.16,3,True,3.7,Ne32122645
2024-09-19 08:03:00.009000448,Thoothukudi,8.7642,78.1348,New Balance,327,11,High Street,10716.81,7,True,4.9,Ne32112646
2025-03-13 03:25:25.576278808,Salem,11.6643,78.146,Adidas,Superstar,11,Mall Store,7760.26,10,True,3.6,AdSu112647
2025-07-29 13:22:54.728736432,Thoothukudi,8.7642,78.1348,New Balance,574,10,Mall Store,9987.67,4,True,4.0,Ne57102648
2024-03-18 10:53:17.319865992,Coimbatore,11.0168,76.9558,Puma,RS-X,6,High Street,7728.72,5,True,3.9,PuRS62649
2024-08-06 08:25:01.995099752,Thoothukudi,8.7642,78.1348,Puma,RS-X,9,Factory Outlet,7799.33,3,True,4.9,PuRS92650
2025-03-31 13:49:33.208660432,Salem,11.6643,78.146,New Balance,327,10,Mall Store,9670.56,2,True,4.9,Ne32102651
2025-03-17 13:25:30.256512824,Coimbatore,11.0168,76.9558,Puma,RS-X,8,Mall Store,7507.28,2,True,4.3,PuRS82652
2025-02-11 21:42:45.668283408,Erode,11.341,77.7172,Puma,RS-X,6,Mall Store,9455.76,2,True,4.3,PuRS62653
2025-08-14 16:35:35.626781336,Madurai,9.9252,78.1198,Nike,Air Force 1,10,High Street,8660.51,6,True,4.7,NiAi102654
2024-07-18 05:22:12.966648332,Coimbatore,11.0168,76.9558,New Balance,574,9,Factory Outlet,9403.38,6,True,3.9,Ne5792655
2025-05-19 03:50:24.691234560,Thoothukudi,8.7642,78.1348,Nike,Air Force 1,9,Mall Store,8089.72,3,True,4.1,NiAi92656
2025-03-04 03:02:27.427371368,Tirunelveli,8.7139,77.7567,Puma,Suede,9,Factory Outlet,6506.25,3,True,4.7,PuSu92657
2023-11-14 06:56:02.208110405,Tiruchirappalli,10.7905,78.7047,New Balance,990,12,Mall Store,18156.07,2,True,3.7,Ne99122658
2024-08-17 17:44:34.393719684,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,7,High Street,9186.21,6,True,4.2,PuRS72659
2025-01-02 02:17:44.573228656,Salem,11.6643,78.146,Nike,Dunk,6,Factory Outlet,12709.02,10,False,4.0,NiDu62660
2023-11-27 16:26:31.279563978,Salem,11.6643,78.146,Adidas,NMD,9,Factory Outlet,16606.75,12,True,4.5,AdNM92661
2024-03-22 04:14:40.604030200,Madurai,9.9252,78.1198,Puma,RS-X,8,Factory Outlet,7051.17,1,True,3.8,PuRS82662
2025-02-26 05:07:18.681934096,Tiruchirappalli,10.7905,78.7047,New Balance,990,9,High Street,15633.73,9,True,4.2,Ne9992663
2025-01-09 08:37:42.353117656,Erode,11.341,77.7172,Puma,RS-X,7,Factory Outlet,10939.81,8,True,4.2,PuRS72664
2024-01-06 19:12:50.978548927,Erode,11.341,77.7172,Nike,Dunk,8,Mall Store,11484.18,24,True,3.5,NiDu82665
2024-11-03 09:57:50.753537676,Tirunelveli,8.7139,77.7567,New Balance,327,8,Factory Outlet,12835.86,10,True,4.9,Ne3282666
2025-02-06 06:48:06.984349216,Erode,11.341,77.7172,Nike,Air Force 1,10,High Street,8912.16,3,True,4.8,NiAi102667
2024-01-20 14:21:31.384569228,Vellore,12.9165,79.1325,Adidas,NMD,9,Factory Outlet,15064.88,2,True,3.9,AdNM92668
2024-07-02 09:10:02.130106504,Madurai,9.9252,78.1198,Puma,Cali,9,Mall Store,7209.59,2,True,4.5,PuCa92669
2024-07-23 17:39:10.377518876,Salem,11.6643,78.146,Nike,Air Max,9,Factory Outlet,9555.88,2,True,3.7,NiAi92670
2024-02-12 21:16:28.789439472,Chennai,13.0827,80.2707,Puma,Cali,8,High Street,8055.44,2,True,4.5,PuCa82671
2024-04-22 04:52:54.638731936,Tiruchirappalli,10.7905,78.7047,Adidas,Gazelle,9,Factory Outlet,8195.73,3,True,3.9,AdGa92672
2023-10-20 07:43:11.949597479,Vellore,12.9165,79.1325,New Balance,327,9,Mall Store,10817.68,2,True,3.6,Ne3292673
2024-02-18 10:25:59.957997900,Coimbatore,11.0168,76.9558,Nike,Air Force 1,10,Mall Store,9526.48,6,True,4.2,NiAi102674
2025-10-07 18:00:50.762538120,Tirunelveli,8.7139,77.7567,Adidas,UltraBoost,10,Factory Outlet,17059.41,8,True,4.9,AdUl102675
2025-10-06 11:21:09.243462168,Tirunelveli,8.7139,77.7567,Adidas,Superstar,8,High Street,8868.21,8,True,4.2,AdSu82676
2023-12-02 05:56:50.990549527,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,10,High Street,7160.09,5,True,4.7,PuRS102677
2023-11-18 16:03:33.130656532,Chennai,13.0827,80.2707,Nike,Air Force 1,9,Mall Store,10174.37,2,True,4.1,NiAi92678
2025-10-03 21:09:12.447622376,Madurai,9.9252,78.1198,New Balance,327,10,Mall Store,12779.14,8,True,4.0,Ne32102679
2025-02-25 10:43:29.770488520,Erode,11.341,77.7172,New Balance,327,9,Mall Store,9614.63,7,True,4.5,Ne3292680
2025-01-24 13:56:19.308965448,Tirunelveli,8.7139,77.7567,Adidas,NMD,7,High Street,13819.36,6,True,4.0,AdNM72681
2024-10-22 22:53:10.839541976,Thanjavur,10.787,79.1378,Puma,Cali,9,Mall Store,10060.06,14,True,4.6,PuCa92682
2025-04-03 11:54:33.823691184,Tiruchirappalli,10.7905,78.7047,New Balance,574,8,Mall Store,8920.69,7,True,4.5,Ne5782683
2024-09-17 05:14:22.063103152,Salem,11.6643,78.146,Puma,RS-X,9,Mall Store,8220.39,4,True,4.0,PuRS92684
2024-11-07 19:05:21.676083804,Erode,11.341,77.7172,New Balance,990,6,Factory Outlet,19016.95,4,True,3.7,Ne9962685
2025-06-21 12:32:39.217960896,Tirunelveli,8.7139,77.7567,Adidas,Gazelle,10,High Street,7438.39,6,True,4.9,AdGa102686
2024-09-02 13:56:45.230261512,Thanjavur,10.787,79.1378,New Balance,574,10,Mall Store,7777.6,7,True,4.4,Ne57102687
2024-08-19 17:55:31.066553328,Thanjavur,10.787,79.1378,New Balance,574,8,High Street,9897.47,4,True,4.0,Ne5782688
2024-08-20 20:12:23.797189856,Chennai,13.0827,80.2707,New Balance,990,9,Factory Outlet,13894.68,3,True,4.7,Ne9992689
2025-09-12 05:39:34.138706928,Tirunelveli,8.7139,77.7567,Puma,Cali,9,High Street,7245.83,8,True,4.6,PuCa92690
2024-04-17 05:44:23.593179658,Madurai,9.9252,78.1198,Puma,Suede,10,Mall Store,5867.76,8,True,4.3,PuSu102691
2024-04-08 11:29:21.748087404,Erode,11.341,77.7172,Nike,Air Force 1,6,High Street,9602.31,5,True,4.4,NiAi62692
2024-06-24 18:04:26.773338664,Salem,11.6643,78.146,Adidas,UltraBoost,7,Mall Store,13773.26,2,True,3.7,AdUl72693
2024-06-16 22:36:02.628131404,Tiruchirappalli,10.7905,78.7047,Puma,Cali,8,Factory Outlet,7082.11,3,True,4.0,PuCa82694
2024-05-11 16:41:21.244062202,Vellore,12.9165,79.1325,Puma,RS-X,8,High Street,8262.77,7,True,4.7,PuRS82695
2024-03-12 03:19:57.239861992,Chennai,13.0827,80.2707,New Balance,327,8,Mall Store,10235.62,3,True,4.2,Ne3282696
2024-10-07 23:42:30.187509372,Chennai,13.0827,80.2707,Nike,Dunk,11,Factory Outlet,10399.13,12,True,4.0,NiDu112697
2024-02-24 11:51:23.734186708,Tiruchirappalli,10.7905,78.7047,Adidas,NMD,9,Factory Outlet,13404.85,2,True,3.9,AdNM92698
2025-01-28 02:54:53.804690232,Thoothukudi,8.7642,78.1348,New Balance,327,10,Mall Store,12956.73,8,True,3.9,Ne32102699
2025-02-05 20:17:21.892094600,Madurai,9.9252,78.1198,Nike,Dunk,10,Factory Outlet,8378.68,6,True,3.7,NiDu102700
2024-11-10 22:25:44.837241860,Chennai,13.0827,80.2707,Puma,Cali,9,Mall Store,9965.87,6,True,4.0,PuCa92701
2024-02-24 15:21:38.764938246,Chennai,13.0827,80.2707,Adidas,Superstar,12,High Street,8052.42,3,True,4.9,AdSu122702
2024-09-12 19:14:17.382869140,Salem,11.6643,78.146,Puma,Suede,6,Factory Outlet,6163.23,2,True,5.0,PuSu62703
2025-09-23 17:36:47.810390520,Tirunelveli,8.7139,77.7567,Adidas,NMD,7,High Street,11908.13,4,True,3.6,AdNM72704
2024-06-24 13:41:37.984899244,Salem,11.6643,78.146,Puma,Cali,9,Mall Store,6689.12,3,True,4.8,PuCa92705
2025-09-30 16:56:15.528776432,Coimbatore,11.0168,76.9558,Adidas,UltraBoost,6,Factory Outlet,14408.65,3,True,4.2,AdUl62706
2024-11-05 18:54:25.003250160,Chennai,13.0827,80.2707,Nike,Dunk,8,High Street,9888.72,8,True,4.3,NiDu82707
2025-05-28 18:14:22.963148152,Chennai,13.0827,80.2707,Nike,Air Max,8,Factory Outlet,9162.78,7,True,4.8,NiAi82708
2024-11-29 00:04:14.892744636,Erode,11.341,77.7172,Nike,Dunk,6,Mall Store,11262.93,6,True,4.1,NiDu62709
2024-11-16 01:04:30.913545676,Salem,11.6643,78.146,New Balance,574,7,High Street,10535.7,16,True,4.4,Ne5772710
2024-09-09 09:45:57.917895892,Coimbatore,11.0168,76.9558,Puma,RS-X,11,High Street,7440.06,5,True,3.7,PuRS112711
2025-06-23 11:51:02.133106656,Erode,11.341,77.7172,Nike,Air Max,8,Factory Outlet,11508.24,6,True,4.9,NiAi82712
2025-01-31 02:45:01.935096752,Tiruchirappalli,10.7905,78.7047,Adidas,UltraBoost,7,Mall Store,17643.95,10,True,4.1,AdUl72713
2025-01-18 22:09:06.867343368,Erode,11.341,77.7172,Puma,Suede,9,Factory Outlet,7306.16,10,True,3.5,PuSu92714
2025-07-30 17:24:54.974748736,Tiruchirappalli,10.7905,78.7047,Nike,Air Max,11,Factory Outlet,11832.9,4,True,3.6,NiAi112715
2024-07-29 22:34:49.184459220,Vellore,12.9165,79.1325,Adidas,NMD,11,Factory Outlet,11982.22,4,True,4.0,AdNM112716
2024-12-25 02:26:31.639581976,Thoothukudi,8.7642,78.1348,Puma,RS-X,9,Factory Outlet,9322.44,3,True,3.5,PuRS92717
2023-10-30 13:00:44.102205110,Tiruchirappalli,10.7905,78.7047,Adidas,Superstar,11,Mall Store,10759.75,6,True,4.7,AdSu112718
2025-09-14 04:05:23.296164808,Salem,11.6643,78.146,New Balance,990,8,Mall Store,15757.0,6,True,4.6,Ne9982719
2025-03-04 13:33:12.519625976,Thoothukudi,8.7642,78.1348,New Balance,574,9,Factory Outlet,9304.2,1,True,4.1,Ne5792720
2025-03-05 00:03:57.611880592,Tirunelveli,8.7139,77.7567,New Balance,327,11,Factory Outlet,9455.88,5,True,3.7,Ne32112721
2023-11-03 03:44:26.113305665,Chennai,13.0827,80.2707,Nike,Dunk,10,Mall Store,10351.17,6,True,3.6,NiDu102722
2025-04-12 23:40:50.822541128,Tiruchirappalli,10.7905,78.7047,Nike,Air Force 1,8,High Street,7604.24,7,True,5.0,NiAi82723
2024-08-02 15:56:12.468623428,Chennai,13.0827,80.2707,Puma,Suede,9,High Street,5918.81,3,True,4.4,PuSu92724
2024-03-31 08:07:53.783689184,Tiruchirappalli,10.7905,78.7047,Adidas,NMD,10,Factory Outlet,11587.87,3,True,4.2,AdNM102725
2024-11-15 12:48:38.305915292,Tirunelveli,8.7139,77.7567,Adidas,Superstar,10,Mall Store,10615.0,4,True,3.5,AdSu102726
2024-08-02 07:10:34.891744584,Coimbatore,11.0168,76.9558,Adidas,Gazelle,10,Factory Outlet,6292.65,6,True,4.3,AdGa102727
2023-11-24 06:58:11.814590729,Salem,11.6643,78.146,New Balance,574,9,Factory Outlet,10236.61,20,True,4.8,Ne5792728
2024-05-03 20:20:23.341167058,Thoothukudi,8.7642,78.1348,New Balance,574,11,Factory Outlet,8191.78,7,True,4.4,Ne57112729
2025-07-02 12:14:00.282014096,Erode,11.341,77.7172,New Balance,327,9,Factory Outlet,10687.62,4,True,3.7,Ne3292730
2024-07-29 16:26:52.880644032,Thanjavur,10.787,79.1378,Puma,Suede,9,Factory Outlet,6691.58,5,True,3.9,PuSu92731
2024-06-13 12:15:09.405470272,Tiruchirappalli,10.7905,78.7047,Adidas,Superstar,10,High Street,6521.09,7,True,4.1,AdSu102732
2025-06-24 14:07:54.863743184,Madurai,9.9252,78.1198,Nike,Air Max,9,Factory Outlet,9253.27,6,True,4.0,NiAi92733
2024-05-03 21:12:57.098854942,Thanjavur,10.787,79.1378,Adidas,NMD,10,Factory Outlet,11407.99,6,True,4.9,AdNM102734
2025-04-12 00:01:39.364968248,Tirunelveli,8.7139,77.7567,Nike,Air Max,6,High Street,8815.39,11,True,4.4,NiAi62735
2025-06-03 05:38:46.616330816,Tirunelveli,8.7139,77.7567,New Balance,327,11,Mall Store,8725.09,8,True,3.5,Ne32112736
2024-01-28 06:19:40.499024951,Madurai,9.9252,78.1198,Adidas,UltraBoost,11,High Street,14758.09,10,True,3.7,AdUl112737
2024-08-21 02:20:20.101005048,Coimbatore,11.0168,76.9558,Adidas,Gazelle,9,High Street,6421.58,4,True,4.1,AdGa92738
2024-12-20 05:03:08.109405472,Thanjavur,10.787,79.1378,New Balance,574,9,High Street,9478.79,3,True,3.5,Ne5792739
2025-08-01 18:28:25.405270264,Vellore,12.9165,79.1325,New Balance,574,11,Mall Store,8386.68,2,True,3.6,Ne57112740
2024-06-24 01:25:45.377268864,Thoothukudi,8.7642,78.1348,Nike,Dunk,6,Mall Store,8714.96,5,True,4.7,NiDu62741
2024-07-07 00:25:29.356467824,Erode,11.341,77.7172,Adidas,Superstar,6,Factory Outlet,7409.75,6,True,4.4,AdSu62742
2025-01-06 19:18:19.314965744,Tirunelveli,8.7139,77.7567,Puma,RS-X,10,High Street,9979.96,20,True,4.2,PuRS102743
2025-07-30 18:17:28.732436616,Vellore,12.9165,79.1325,Nike,Air Force 1,7,Mall Store,8185.75,2,True,4.4,NiAi72744
2025-04-01 16:06:25.939296960,Salem,11.6643,78.146,Puma,RS-X,9,Factory Outlet,7304.37,12,True,4.5,PuRS92745
2025-08-25 09:16:26.629331464,Tirunelveli,8.7139,77.7567,Nike,Air Force 1,7,Mall Store,9060.86,7,True,4.9,NiAi72746
2025-09-11 07:45:30.196509824,Coimbatore,11.0168,76.9558,Nike,Air Force 1,7,High Street,7516.74,9,True,4.4,NiAi72747
2024-04-14 12:02:11.766588328,Madurai,9.9252,78.1198,New Balance,990,9,Mall Store,15878.56,9,True,3.5,Ne9992748
2023-12-01 12:25:35.836791839,Salem,11.6643,78.146,Adidas,Gazelle,6,Factory Outlet,6540.78,5,True,4.8,AdGa62749
2024-04-03 11:28:16.944847242,Vellore,12.9165,79.1325,New Balance,990,9,Mall Store,15016.94,3,True,4.9,Ne9992750
2024-02-09 03:55:05.505275264,Coimbatore,11.0168,76.9558,New Balance,990,8,High Street,15975.7,5,True,3.5,Ne9982751
2024-08-25 02:42:13.446672332,Tiruchirappalli,10.7905,78.7047,Nike,Zoom,7,Factory Outlet,8396.51,5,True,3.8,NiZo72752
2024-06-30 11:36:46.730336516,Thoothukudi,8.7642,78.1348,New Balance,327,11,High Street,9519.5,4,True,4.6,Ne32112753
2025-08-12 19:54:53.984699232,Chennai,13.0827,80.2707,New Balance,990,8,Factory Outlet,14865.94,7,True,3.8,Ne9982754
2025-04-14 06:20:32.341617080,Erode,11.341,77.7172,Nike,Air Max,7,High Street,11573.72,4,True,4.1,NiAi72755
2024-06-15 01:55:20.986049300,Thanjavur,10.787,79.1378,New Balance,327,7,High Street,10775.81,9,True,3.7,Ne3272756
2023-11-04 20:54:52.724636231,Chennai,13.0827,80.2707,Nike,Air Force 1,8,Mall Store,10660.83,18,True,3.5,NiAi82757
2024-05-04 10:21:23.464173208,Tirunelveli,8.7139,77.7567,New Balance,574,8,High Street,9122.17,6,True,4.9,Ne5782758
2025-05-31 21:34:46.124306216,Coimbatore,11.0168,76.9558,New Balance,574,8,Factory Outlet,8979.97,5,True,3.8,Ne5782759
2025-02-01 19:02:54.788739432,Chennai,13.0827,80.2707,New Balance,574,7,High Street,8118.39,2,True,4.2,Ne5772760
2024-06-19 11:55:25.666283312,Vellore,12.9165,79.1325,Nike,Air Max,8,High Street,8814.74,8,True,4.3,NiAi82761
2024-04-21 13:06:47.000350016,Chennai,13.0827,80.2707,Nike,Dunk,8,High Street,9261.69,4,True,4.3,NiDu82762
2025-06-14 06:12:41.438071904,Madurai,9.9252,78.1198,Puma,Suede,6,Mall Store,6454.43,8,True,3.8,PuSu62763
2025-03-26 23:26:39.739987000,Vellore,12.9165,79.1325,Puma,Cali,6,High Street,8691.65,6,True,3.9,PuCa62764
2025-03-26 06:47:58.343917192,Tirunelveli,8.7139,77.7567,Adidas,Superstar,12,High Street,8946.22,4,True,4.0,AdSu122765
2025-01-21 06:13:07.359367968,Madurai,9.9252,78.1198,Puma,Suede,7,Factory Outlet,8997.36,12,True,4.5,PuSu72766
2025-03-19 22:22:04.506225312,Tirunelveli,8.7139,77.7567,Adidas,Superstar,7,Mall Store,7880.33,2,True,5.0,AdSu72767
2025-07-22 12:18:19.494974744,Tiruchirappalli,10.7905,78.7047,Adidas,UltraBoost,9,Mall Store,13545.52,6,True,4.3,AdUl92768
2024-02-09 00:24:50.474523726,Salem,11.6643,78.146,Adidas,NMD,9,Mall Store,13714.17,4,True,4.9,AdNM92769
2025-10-15 16:06:56.180809040,Tiruchirappalli,10.7905,78.7047,Nike,Zoom,11,Factory Outlet,9397.73,4,True,4.2,NiZo112770
2025-04-20 20:54:22.483124152,Coimbatore,11.0168,76.9558,Adidas,Gazelle,8,Factory Outlet,7637.04,4,True,4.8,AdGa82771
2024-09-23 21:33:19.719985996,Salem,11.6643,78.146,New Balance,327,10,Mall Store,9613.78,6,True,3.7,Ne32102772
2025-01-26 07:06:45.920296016,Chennai,13.0827,80.2707,New Balance,327,11,High Street,10946.74,14,True,3.8,Ne32112773
2025-06-18 21:28:08.664433216,Erode,11.341,77.7172,New Balance,327,10,Mall Store,10613.46,2,True,4.3,Ne32102774
2025-08-01 22:51:14.193709680,Thoothukudi,8.7642,78.1348,Puma,RS-X,10,High Street,8442.29,7,True,3.9,PuRS102775
2024-11-13 01:14:22.783139156,Thanjavur,10.787,79.1378,Adidas,NMD,12,High Street,15955.68,8,True,3.8,AdNM122776
2023-12-25 16:22:03.426171308,Tiruchirappalli,10.7905,78.7047,New Balance,327,7,Mall Store,10820.42,6,True,3.9,Ne3272777
2024-10-21 04:50:10.470523524,Coimbatore,11.0168,76.9558,Nike,Zoom,6,High Street,9246.67,16,True,4.4,NiZo62778
2024-02-17 08:09:07.227361368,Coimbatore,11.0168,76.9558,Nike,Air Force 1,6,High Street,9328.59,9,False,4.7,NiAi62779
2024-01-26 05:16:10.068503425,Chennai,13.0827,80.2707,Puma,RS-X,7,Factory Outlet,9726.28,10,True,4.0,PuRS72780
2024-02-29 10:59:54.779738986,Madurai,9.9252,78.1198,Puma,Cali,11,Factory Outlet,7884.81,6,True,4.6,PuCa112781
2024-10-04 14:14:10.722536124,Chennai,13.0827,80.2707,Nike,Air Max,9,High Street,11871.21,8,True,4.1,NiAi92782
2025-02-04 00:29:14.007700384,Coimbatore,11.0168,76.9558,Nike,Zoom,7,High Street,8196.95,5,True,4.8,NiZo72783
2024-03-29 17:35:08.445422270,Thoothukudi,8.7642,78.1348,Puma,RS-X,10,High Street,8635.17,7,True,4.8,PuRS102784
2025-10-02 22:22:34.747737384,Chennai,13.0827,80.2707,Puma,Cali,9,Mall Store,8677.86,0,True,4.0,PuCa92785
2024-03-17 15:36:54.650732536,Erode,11.341,77.7172,Nike,Zoom,10,High Street,7074.99,4,True,4.6,NiZo102786
2025-08-02 11:59:40.559027952,Tirunelveli,8.7139,77.7567,Adidas,Gazelle,6,High Street,6568.11,7,True,3.8,AdGa62787
2024-04-07 03:04:32.713635680,Madurai,9.9252,78.1198,Nike,Dunk,12,High Street,10217.28,11,True,4.4,NiDu122788
2024-06-11 06:48:50.186509324,Tirunelveli,8.7139,77.7567,Nike,Zoom,8,High Street,9175.05,4,True,4.2,NiZo82789
2024-01-24 20:51:21.034051702,Thanjavur,10.787,79.1378,Nike,Air Max,10,Mall Store,12826.18,4,True,3.6,NiAi102790
2024-04-21 02:36:01.908095404,Madurai,9.9252,78.1198,Nike,Air Max,6,High Street,11165.93,2,True,3.6,NiAi62791
2024-03-11 09:48:42.086104304,Thoothukudi,8.7642,78.1348,New Balance,990,8,Mall Store,15775.84,7,True,3.7,Ne9982792
2024-06-19 01:24:40.574028700,Thanjavur,10.787,79.1378,Puma,RS-X,7,Mall Store,8053.86,7,True,3.7,PuRS72793
2023-12-08 19:38:07.374368718,Coimbatore,11.0168,76.9558,New Balance,574,9,High Street,8180.27,5,True,4.3,Ne5792794
2025-04-30 07:48:05.724286208,Tirunelveli,8.7139,77.7567,Adidas,UltraBoost,9,High Street,13309.53,5,True,4.4,AdUl92795
2024-02-25 03:37:31.372568628,Chennai,13.0827,80.2707,Adidas,Superstar,7,High Street,8034.53,3,True,4.8,AdSu72796
2025-02-08 22:45:11.295564776,Chennai,13.0827,80.2707,New Balance,327,6,Mall Store,8688.28,3,True,5.0,Ne3262797
2024-03-29 04:26:42.080104004,Coimbatore,11.0168,76.9558,Nike,Dunk,9,Factory Outlet,10898.84,4,True,4.8,NiDu92798
2024-12-24 05:25:01.455072752,Tiruchirappalli,10.7905,78.7047,Nike,Dunk,7,High Street,9589.24,4,True,4.8,NiDu72799
2024-02-08 08:38:42.836141806,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,9,High Street,7742.57,4,True,4.2,PuRS92800
2024-06-27 09:08:57.326866344,Vellore,12.9165,79.1325,Nike,Dunk,12,Factory Outlet,8929.74,2,True,4.4,NiDu122801
2025-02-02 14:19:17.457872888,Tirunelveli,8.7139,77.7567,Adidas,Superstar,10,High Street,6912.77,6,True,3.9,AdSu102802
2023-11-14 15:41:39.784989249,Tirunelveli,8.7139,77.7567,New Balance,990,8,Factory Outlet,17784.08,6,True,3.6,Ne9982803
2025-01-14 20:02:06.006300312,Tirunelveli,8.7139,77.7567,Adidas,Superstar,8,Factory Outlet,8732.78,4,True,4.3,AdSu82804
2024-08-10 19:17:40.433021648,Tiruchirappalli,10.7905,78.7047,New Balance,990,8,High Street,15537.07,4,True,3.7,Ne9982805
